SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Total Asian,Retained Percent Asian,Retained Total Black,Retained Percent Black,Retained Total Female,Retained Percent Female,Retained Total Hispanic,Retained Percent Hispanic,Retained Total Male,Retained Percent Male,Retained Total Multiracial,Retained Percent Multiracial,Retained Total White,Retained Percent White
633:391,Nicholson Elementary School,12,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:394,Hightower Trail Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:397,Green Acres Elementary School,20,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,11,55,13,65,0,0,Too Few Students,Too Few Students
633:398,Sanders Elementary School,18,0,0,0,0,13,72.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,72.2,0,0,Too Few Students,Too Few Students
633:399,Blackwell Elementary School,Too Few Students,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:402,Austell Intermediate School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:404,Kennesaw Elem School,10,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:4050,Awtrey Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:4052,Brown Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:4056,Daniell Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:4066,Pebblebrook High School,208,0,0,Too Few Students,Too Few Students,131,63,78,37.5,67,32.2,130,62.5,0,0,Too Few Students,Too Few Students
633:4068,Teasley Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:407,Barber Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:4560,Hollydale Elementary School,11,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
633:475,Tapp Middle School,18,0,0,0,0,13,72.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,66.7,0,0,Too Few Students,Too Few Students
633:478,Sope Creek Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:489,Powder Springs Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,0,0,0,0
633:491,Timber Ridge Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:499,Lost Mountain Middle School,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
633:502,Cooper Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633:504,Big Shanty Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:5050,Bells Ferry Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:5052,Brumby Elementary School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,76.9,0,0,Too Few Students,Too Few Students
633:5056,Due West Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:5058,Floyd Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
633:5062,Mableton Elementary School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:5067,Sedalia Park Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:5068,Eastvalley Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:507,McClure Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:592,Bryant Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
633:602,Palmer Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633:607,Lovinggood Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:707,Hillgrove High School,51,0,0,0,0,21,41.2,23,45.1,Too Few Students,Too Few Students,28,54.9,0,0,22,43.1
633:807,Devereux Ackerman Academy,12,0,0,0,0,10,83.3,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
633:ALL,Cobb County,3022,19,0.6,49,1.6,1345,44.5,1185,39.2,784,25.9,1837,60.8,0,0,825,27.3
634:100,Indian Creek Elementary,22,0,0,0,0,Too Few Students,Too Few Students,12,54.5,Too Few Students,Too Few Students,10,45.5,Too Few Students,Too Few Students,Too Few Students,Too Few Students
634:102,Ambrose Elementary School ,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
634:108,Coffee Middle School,53,0,0,Too Few Students,Too Few Students,24,45.3,21,39.6,Too Few Students,Too Few Students,32,60.4,Too Few Students,Too Few Students,23,43.4
634:182,Satilla Elementary School,21,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,57.1,Too Few Students,Too Few Students,12,57.1
634:191,Broxton-Mary Hayes Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
634:195,Coffee County High School,154,0,0,0,0,86,55.8,60,39,12,7.8,94,61,Too Few Students,Too Few Students,54,35.1
634:282,Eastside Elementary School,19,0,0,0,0,11,57.9,12,63.2,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
634:291,Nicholls Elementary School,17,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,11,64.7
634:3052,West Green Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
634:308,George Washington Carver Freshman Campus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634:5050,Westside Elementary School,30,0,0,0,0,14,46.7,13,43.3,Too Few Students,Too Few Students,17,56.7,Too Few Students,Too Few Students,11,36.7
634:ALL,Coffee County,344,0,0,Too Few Students,Too Few Students,156,45.3,143,41.6,40,11.6,201,58.4,10,2.9,137,39.8
635:1554,Colquitt County High School,105,0,0,0,0,46,43.8,41,39,16,15.2,64,61,Too Few Students,Too Few Students,42,40
635:178,Doerun Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students
635:187,Odom Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:2052,Funston Elementary School,21,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,57.1,0,0,10,47.6
635:2056,Wright Elementary School,17,0,0,0,0,11,64.7,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:278,Norman Park Elementary School,21,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,15,71.4,0,0,14,66.7
635:3050,Stringfellow Elementary School,16,0,0,0,0,14,87.5,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:3052,CA Gray Junior High School,20,0,0,0,0,Too Few Students,Too Few Students,12,60,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:3054,Okapilco Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,66.7,0,0,Too Few Students,Too Few Students
635:4050,Cox Elementary School,27,0,0,0,0,13,48.1,10,37,10,37,17,63,Too Few Students,Too Few Students,Too Few Students,Too Few Students
635:4052,Hamilton Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:5052,Willie J. Williams Middle School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
635:5054,Sunset Elementary School,15,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
635:ALL,Colquitt County,279,0,0,Too Few Students,Too Few Students,107,38.4,119,42.7,61,21.9,160,57.3,Too Few Students,Too Few Students,106,38
636:101,Greenbrier Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:102,Lewiston Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:103,Grovetown Middle School,28,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,21,75,0,0,17,60.7
636:1050,Bel Air Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:106,River Ridge Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:107,Evans Middle School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:108,Stallings Island Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636:112,Grovetown High School,17,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,70.6,0,0,Too Few Students,Too Few Students
636:173,Westmont Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:183,Harlem High School,84,0,0,0,0,25,29.8,26,31,Too Few Students,Too Few Students,58,69,Too Few Students,Too Few Students,55,65.5
636:186,Evans Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
636:188,Blue Ridge Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:189,Lakeside High School,106,0,0,Too Few Students,Too Few Students,29,27.4,50,47.2,Too Few Students,Too Few Students,56,52.8,Too Few Students,Too Few Students,62,58.5
636:190,Brookwood Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:192,Stevens Creek Elementary School,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:193,Riverside Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
636:194,Riverside Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students
636:197,Greenbrier High School,57,0,0,Too Few Students,Too Few Students,12,21.1,23,40.4,Too Few Students,Too Few Students,34,59.6,0,0,36,63.2
636:2050,Columbia Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:2052,Martinez Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
636:208,Cedar Ridge Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
636:283,Harlem Middle School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:290,Lakeside Middle School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
636:297,Greenbrier Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:3052,North Columbia Elementary School,11,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,11,100
636:397,Euchee Creek Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,55.6,0,0,13,72.2
636:4050,Evans High School,132,Too Few Students,Too Few Students,Too Few Students,Too Few Students,29,22,48,36.4,Too Few Students,Too Few Students,84,63.6,Too Few Students,Too Few Students,81,61.4
636:4052,North Harlem Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
636:5050,Grovetown Elementary School,28,0,0,0,0,10,35.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students,20,71.4,Too Few Students,Too Few Students,10,35.7
